M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle
3630,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
3630,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
3630,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
3630,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
3630,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
3630,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
5508,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
5508,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
5508,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
5508,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
5508,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
5508,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
5508,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
5508,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
5508,19360,4096,False,torch.bfloat16,torch.bfloat16,False,False
6426,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
6426,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
6426,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
6426,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
6426,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
6426,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
6426,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
6426,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7058,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7058,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7058,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7058,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7058,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7058,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7058,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7058,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7082,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7082,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7082,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7082,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7082,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7082,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7082,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7082,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7130,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7130,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7130,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7130,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7130,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7130,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7130,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7130,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7220,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7220,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7220,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7220,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7220,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7220,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7220,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7220,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
7226,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
7226,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
7226,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
7226,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
7226,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
7226,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
7226,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
7226,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8070,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8070,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8070,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8070,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8070,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8070,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8070,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8070,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8366,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8366,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8366,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8366,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8366,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8366,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8366,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8366,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
8372,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
8372,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
8372,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
8372,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
8372,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
8372,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
8372,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
8372,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
14260,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
14260,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
14260,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
14260,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
14260,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
14260,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
14260,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
14260,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16134,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16134,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16134,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16134,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16134,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16134,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16134,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16134,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
16218,160,4096,False,torch.bfloat16,torch.bfloat16,False,False
16218,1024,128,False,torch.bfloat16,torch.bfloat16,False,False
16218,2048,1536,False,torch.bfloat16,torch.bfloat16,False,False
16218,2048,4096,False,torch.bfloat16,torch.bfloat16,False,False
16218,3336,4096,False,torch.bfloat16,torch.bfloat16,False,False
16218,4096,1024,False,torch.bfloat16,torch.bfloat16,False,False
16218,4096,1536,False,torch.bfloat16,torch.bfloat16,False,False
16218,4096,2048,False,torch.bfloat16,torch.bfloat16,False,False
